index,seller_type,buyer_type,delivery_time,quantity,unit_price,signed_at,nullified_at,concluded_at,seller,buyer,n_neg_steps,executed_at,dropped_at,erred_at,product
881,T18,OTHER,30,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
485,T18,OTHER,30,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
631,OTHER,T18,30,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
186,T09,OTHER,30,4,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
865,OTHER,T18,30,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
718,OTHER,T18,30,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
397,T18,OTHER,30,3,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
798,OTHER,T18,30,3,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
892,T09,OTHER,30,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
445,T18,OTHER,30,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
54,OTHER,T18,30,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
486,OTHER,T18,30,4,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
770,OTHER,T18,30,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
368,T09,OTHER,30,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
573,OTHER,T18,30,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
499,T09,OTHER,30,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
759,T09,OTHER,30,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
418,OTHER,T18,30,3,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
375,OTHER,T18,30,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
401,OTHER,T18,31,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
202,T09,OTHER,31,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
506,T09,OTHER,31,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
220,OTHER,T18,31,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
894,T09,OTHER,31,4,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
174,T09,OTHER,31,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
219,T09,OTHER,31,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
661,OTHER,T18,31,3,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
522,T18,OTHER,31,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
283,T18,OTHER,31,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
755,T18,OTHER,31,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
636,OTHER,T18,31,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
316,OTHER,T18,31,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
648,T09,OTHER,31,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
641,T09,OTHER,31,3,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
585,OTHER,T18,31,3,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
389,OTHER,T18,31,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
212,OTHER,T18,31,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
6,OTHER,T18,31,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
748,OTHER,T18,31,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
835,T09,OTHER,31,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
91,OTHER,T18,31,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
899,T18,OTHER,32,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
234,OTHER,T18,32,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
239,OTHER,T18,32,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
644,T09,OTHER,32,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
706,OTHER,T18,32,3,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
444,OTHER,T18,32,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
408,OTHER,T18,32,3,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
627,T18,OTHER,32,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
904,OTHER,T18,32,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
323,T18,OTHER,32,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
713,OTHER,T18,32,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
586,T18,OTHER,32,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
448,T18,OTHER,32,4,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
97,T09,OTHER,32,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
193,OTHER,T18,32,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
902,T09,OTHER,32,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
27,T18,OTHER,32,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
192,OTHER,T18,32,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
801,T18,OTHER,32,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
831,T09,OTHER,32,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
609,T09,OTHER,32,4,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
747,OTHER,T18,32,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
745,OTHER,T18,33,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
32,OTHER,T18,33,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
69,T09,OTHER,33,3,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
840,T18,OTHER,33,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
377,OTHER,T18,33,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
261,T09,OTHER,33,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
48,OTHER,T18,33,3,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
379,T18,OTHER,33,3,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
277,OTHER,T18,33,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
559,T18,OTHER,33,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
260,OTHER,T18,33,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
240,OTHER,T18,33,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
244,T18,OTHER,33,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
213,OTHER,T18,33,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
781,T09,OTHER,33,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
912,OTHER,T18,33,3,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
625,OTHER,T18,33,3,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
215,T18,OTHER,33,4,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
598,T18,OTHER,33,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
110,T09,OTHER,33,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
113,OTHER,T18,33,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
276,OTHER,T18,34,5,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
306,T18,OTHER,34,3,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
827,OTHER,T18,34,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
820,T09,OTHER,34,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
267,OTHER,T18,34,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
764,OTHER,T18,34,3,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
45,T09,OTHER,34,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
462,T09,OTHER,34,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
862,T09,OTHER,34,3,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
9,T09,OTHER,34,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
655,OTHER,T18,34,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
92,T18,OTHER,34,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
607,OTHER,T18,34,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
650,T18,OTHER,34,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
649,T18,OTHER,34,3,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
481,T09,OTHER,34,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
868,OTHER,T18,34,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
185,OTHER,T18,34,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
628,OTHER,T18,34,3,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
869,T09,OTHER,34,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
776,OTHER,T18,35,4,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
694,T18,OTHER,35,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
168,OTHER,T18,35,3,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
566,OTHER,T18,35,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
659,OTHER,T18,35,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
852,OTHER,T18,35,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
201,T09,OTHER,35,3,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
63,OTHER,T18,35,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
272,OTHER,T18,35,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
427,T18,OTHER,35,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
741,OTHER,T18,35,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
120,T18,OTHER,35,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
568,OTHER,T18,35,3,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
753,T09,OTHER,35,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
222,OTHER,T18,35,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
34,T18,OTHER,35,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
411,T09,OTHER,35,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
634,OTHER,T18,35,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
56,T18,OTHER,35,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
396,T09,OTHER,35,3,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
310,T18,OTHER,35,3,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
663,T18,OTHER,35,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
804,OTHER,T18,36,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
20,OTHER,T18,36,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
347,T09,OTHER,36,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
617,OTHER,T18,36,3,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
460,T18,OTHER,36,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
667,T09,OTHER,36,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
766,T09,OTHER,36,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
380,T18,OTHER,36,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
22,T18,OTHER,36,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
207,OTHER,T18,36,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
429,T18,OTHER,36,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
816,OTHER,T18,36,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
146,T18,OTHER,36,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
535,OTHER,T18,36,3,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
249,T09,OTHER,36,4,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
690,OTHER,T18,36,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
867,OTHER,T18,36,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
733,T09,OTHER,36,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
87,T18,OTHER,36,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
555,OTHER,T18,36,3,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
236,OTHER,T18,36,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
592,OTHER,T18,37,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
140,OTHER,T18,37,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
74,T18,OTHER,37,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
75,OTHER,T18,37,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
561,OTHER,T18,37,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
150,T09,OTHER,37,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
382,T18,OTHER,37,3,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
727,T18,OTHER,37,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
549,OTHER,T18,37,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
492,T18,OTHER,37,3,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
149,T09,OTHER,37,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
802,OTHER,T18,37,4,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
243,T09,OTHER,37,3,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
503,OTHER,T18,37,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
200,OTHER,T18,37,3,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
57,T18,OTHER,37,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
859,OTHER,T18,37,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
716,T09,OTHER,37,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
137,OTHER,T18,37,3,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
329,T18,OTHER,37,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
520,OTHER,T18,38,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
670,OTHER,T18,38,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
330,T18,OTHER,38,3,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
131,OTHER,T18,38,6,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
468,T09,OTHER,38,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
614,T09,OTHER,38,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
803,T18,OTHER,38,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
673,T18,OTHER,38,4,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
543,OTHER,T18,38,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
633,OTHER,T18,38,3,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
472,T09,OTHER,38,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
348,T09,OTHER,38,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
569,OTHER,T18,38,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
810,OTHER,T18,38,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
8,OTHER,T18,38,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
883,T09,OTHER,38,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
872,OTHER,T18,38,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
459,T18,OTHER,38,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
36,T09,OTHER,38,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
489,T09,OTHER,38,3,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
863,OTHER,T18,38,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
482,OTHER,T18,39,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
864,T09,OTHER,39,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
640,OTHER,T18,39,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
696,T18,OTHER,39,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
68,T09,OTHER,39,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
686,OTHER,T18,39,3,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
449,T09,OTHER,39,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
93,T09,OTHER,39,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
467,OTHER,T18,39,4,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
381,OTHER,T18,39,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
542,T18,OTHER,39,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
399,OTHER,T18,39,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
528,T09,OTHER,39,4,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
477,OTHER,T18,39,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
584,OTHER,T18,39,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
828,T09,OTHER,39,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
124,OTHER,T18,39,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
33,T09,OTHER,39,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
432,T18,OTHER,39,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
83,OTHER,T18,39,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
265,T09,OTHER,39,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
165,T18,OTHER,40,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
530,OTHER,T18,40,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
228,T09,OTHER,40,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
678,T09,OTHER,40,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
447,OTHER,T18,40,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
574,OTHER,T18,40,3,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
232,OTHER,T18,40,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
369,OTHER,T18,40,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
37,T09,OTHER,40,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
813,T18,OTHER,40,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
269,T09,OTHER,40,4,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
291,OTHER,T18,40,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
123,T18,OTHER,40,4,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
760,OTHER,T18,40,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
395,OTHER,T18,40,3,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
70,T09,OTHER,40,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
322,T09,OTHER,40,3,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
43,OTHER,T18,40,3,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
367,T09,OTHER,40,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
811,T18,OTHER,40,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
676,OTHER,T18,40,3,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
80,T18,OTHER,41,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
817,OTHER,T18,41,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
364,T09,OTHER,41,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
635,OTHER,T18,41,3,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
601,OTHER,T18,41,3,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
194,T18,OTHER,41,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
878,T09,OTHER,41,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
605,T09,OTHER,41,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
172,OTHER,T18,41,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
362,OTHER,T18,41,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
135,T09,OTHER,41,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
430,T18,OTHER,41,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
761,T09,OTHER,41,3,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
128,T09,OTHER,41,3,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
762,OTHER,T18,41,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
465,OTHER,T18,41,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
619,T09,OTHER,41,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
620,OTHER,T18,41,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
299,OTHER,T18,41,2,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
546,T09,OTHER,41,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
821,OTHER,T18,41,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
540,T09,OTHER,41,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
886,OTHER,T18,41,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
885,OTHER,T18,42,3,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
10,T18,OTHER,42,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
13,OTHER,T18,42,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
918,OTHER,T18,42,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
41,T18,OTHER,42,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
352,OTHER,T18,42,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
744,OTHER,T18,42,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
466,OTHER,T18,42,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
668,T18,OTHER,42,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
378,OTHER,T18,42,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
266,T18,OTHER,42,3,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
456,T09,OTHER,42,3,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
142,T09,OTHER,42,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
604,OTHER,T18,42,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
474,T09,OTHER,42,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
626,T09,OTHER,42,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
290,OTHER,T18,42,4,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
23,OTHER,T18,42,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
699,T18,OTHER,42,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
60,OTHER,T18,42,4,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
599,T09,OTHER,42,1,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
278,T09,OTHER,42,3,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
726,T18,OTHER,43,1,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
709,T09,OTHER,43,3,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
695,T09,OTHER,43,2,40,-1,-1,-1,04T09@2,BUYER,0,-1,-1,-1,3
587,OTHER,T18,43,3,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
305,OTHER,T18,43,1,10,-1,-1,-1,SELLER,01T18@0,0,-1,-1,-1,0
35,OTHER,T18,43,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
415,OTHER,T18,43,1,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
428,OTHER,T18,43,2,10,-1,-1,-1,SELLER,00T18@0,0,-1,-1,-1,0
188,T18,OTHER,43,2,40,-1,-1,-1,05T18@2,BUYER,0,-1,-1,-1,3
